,w_gyroscope_time,w_gyroscope_x,w_gyroscope_y,w_gyroscope_z
0,p_accelerometer_y,p_accelerometer_z,p_gyroscope_time,participant_uuid
1,0.0047900393,-1.1927198,2023-05-25 12:25:49.496000,
2,-0.0047900393,-1.1975098,2023-05-25 12:25:49.513000,
3,-0.0047900393,-1.2070899,2023-05-25 12:25:49.537000,
4,-0.014370117,-1.19751,2023-05-25 12:25:49.554000,
5,-0.009580079,-1.2406201,2023-05-25 12:25:49.577000,
6,0.0047900393,-1.2310401,2023-05-25 12:25:49.596000,
7,0.014370117,-1.2166699,2023-05-25 12:25:49.613000,
8,0.028740235,-1.22625,2023-05-25 12:25:49.636000,
9,0.028740235,-1.22625,2023-05-25 12:25:49.653000,
10,0,-1.2022998,2023-05-25 12:25:49.676000,
11,-0.014370117,-1.2549903,2023-05-25 12:25:49.691000,
12,-0.033530276,-1.2406201,2023-05-25 12:25:49.715000,
13,0.0047900393,-1.2406201,2023-05-25 12:25:49.736000,
14,0.0047900393,-1.3172607,2023-05-25 12:25:49.753000,
15,-0.028740235,-1.3028907,2023-05-25 12:25:49.772000,
16,-0.019160157,-1.2454102,2023-05-25 12:25:49.791000,
17,,,,
18,,,,
19,,,,
20,,,,
21,,,,
22,,,,
23,,,,
24,,,,
25,,,,
26,,,,
27,,,,
28,,,,
29,,,,
30,,,,
31,,,,
32,,,,
33,,,,
34,,,,
35,,,,
36,,,,
37,,,,
